ssdl:pid,ssdl:notation,ssdl:placeOfPublication,ssdl:spatialCoverageGettyUri,ssdl:dateOfPublication,ssdl:shortTitle
1849-Virgin-MTS,,"Richmond, VA;Philadelphia, PA",http://vocab.getty.edu/page/tgn/7013964;http://vocab.getty.edu/page/tgn/7014406,1849,"The Virginia Selection of Psalms, Hymns, and Spiritual Songs"
1850-Timbre-MTS,,"New York, NY;Boston, MA;Cincinnati, OH;St. Louis, MO;Charleston, SC;Augusta, GA;Columbus, GA;Mobile, AL",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7014444;http://vocab.getty.edu/page/tgn/7013582;http://vocab.getty.edu/page/tgn/7017498;http://vocab.getty.edu/page/tgn/7013643;http://vocab.getty.edu/page/tgn/7017444,1850,The Timbrel
1854-Social-MTS,,"St. Louis, MO",http://vocab.getty.edu/page/tgn/7014444,1854,The Social Harp
1855-Sabbat-MTS,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1855,Sabbath-School Offering
1856-Congre-MTS,,"Boston, MA;New York, NY;Philadelphia, PA;Cincinnati, OH;New Orleans, LA",http://vocab.getty.edu/page/tgn/7013445;http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7014214,1856,The Congregational Harp
191x-Reviva-MTS,,,,191X?,Revival Hymns
1861-Pilgri-MTS,,,,1861?,The Preacher's Triumph
185x-Theres-MTS,,"Baltimore, MD",http://vocab.getty.edu/page/tgn/7013352,185x?,There's Nothing True But Heav'n
1924-Gospel-UKY,,"Austin, TX",http://vocab.getty.edu/page/tgn/1002161,1924,Gospel Songs
1848-Hesper-EMU,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,1848,The Hesperian Harp
1851-Nakcok-EMU,,"Park Hill, Indian Territory",http://vocab.getty.edu/page/tgn/2083814,1851,Nakcokv Esyvhiketv = Muskokee Hymns
1875-Himnos-EMU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1875,Himnos
1925-Mellow-EMU,,"New York, NY",http://vocab.getty.edu/page/tgn/1002715,1925,Mellows
1925-Temple-EMU,,"Singer's Glen, VA",http://vocab.getty.edu/page/tgn/2114254,1877,The Temple Star
1881-Temper-MTS,Seven-shape Aikin,"Dayton, VA",http://vocab.getty.edu/page/tgn/2111441,1881,The Temperance Harp
1892-WideAw-MTS,,"Cleveland, OH",http://vocab.getty.edu/page/tgn/7013608,1892,Wide Awake Songs
1898-Aposto-MTS,Seven-shape Aikin,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1898,Apostolic Hymns
1903-Eureka-MTS,Seven-shape Aikin,"South McAlester, Indian Territory",http://vocab.getty.edu/page/tgn/2083550,1903,The Eureka Echoes
1907-Bealls-MTS,Round,"Douglasville, GA",http://vocab.getty.edu/page/tgn/2022711,1907?,"Beall's Gospel Songs, No. 1"
1908-Silver-MTS,Seven-shape Aikin,"Lawrenceburg, TN",http://vocab.getty.edu/page/tgn/2100022,1908,The Silver Trumpet
1870-Prizex-SBT,Round,,,,
1906-SongEv-SBT,,"Louisville, KY",http://vocab.getty.edu/page/tgn/7013915,1906,Song Evangel
1907-Folks1-SBT,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1907,Folk Songs of the American Negro
1907-Folks2-SBT,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1907,"Folk Songs of the American Negro, Number Two"
1915-Alexan-SBT,,"Philadelphia, PA",http://vocab.getty.edu/page/tgn/7014406,191X?,"Alexander's Hymns, No. 3"
1915-Gospel-SBT,Round,"Dalton, GA; Dallas, TX; Chattanooga, TN",http://vocab.getty.edu/page/tgn/2022620;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/7017496,1915,Gospel Glory
1857-Primit-UKY,,"Greenville, AL",http://vocab.getty.edu/page/tgn/2003729,1857,The Primitive Hymns
1876-Polish-UKY,Numeral staff,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1876,Polished Pearls
189x-Hallss-UKY,,"Harrisonburg, VA",http://vocab.getty.edu/page/tgn/2112170,1890,"Hall's Songs of Home for Sabbath Schools, Etc."
1909-Gospel-UKY,Seven-shape Aikin,"Waco, TX;Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1909,Gospel Songs
1925-NewSon-UKY,,"Kansas City, MO",http://vocab.getty.edu/page/tgn/7013820,1925,New Songs of the Old Faith
1859-Oriol1-BRU,Round,"Cincinnati, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7007567,1859,Oriola
1860-Deutsc-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1865?,Deutsches Gesangbuch der Bisch Methodisten-Kirche
1873-Bibles-BRU,Round,"New York, NY;Cincinnati, OH;Chicago, IL;St. Louis, MO",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014444,1873,Bible School Songs
1873-Spirit-BRU,,"Philadelphia, PA?",http://vocab.getty.edu/page/tgn/7014406,1873?,Spirituelles
1879-Corona-BRU,Round,"New York, NY;Chicago, IL;New Orleans, LA",http://vocab.getty.edu/page/tgn/1002715;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014214,1879,Coronation Hymns and Songs
1881-NoranI-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1881,Nor An Lamalam Kana
1884-Tuskeg-BRU,,"Hampton, VA",http://vocab.getty.edu/page/tgn/7013687,1884,"Tuskegee Normal and Industrial School, for Training Colored Teachers, at Tuskegee, Alabama"
1885-Harves-BRU,,"Cincinnati, OH",http://vocab.getty.edu/page/tgn/7013604,1885,Harvest Bells No. 2
1890-Positi-BRU,,"Atlanta, GA",http://vocab.getty.edu/page/tgn/7013331,1890?,Positive Facts Concerning the Salvation Army of America
1895-Gospel-BRU,,"Dayton, OH;New York, NY",http://vocab.getty.edu/page/tgn/7013511;http://vocab.getty.edu/page/tgn/7007567,1895,Gospel Hymn Selections For Female Voices
1899-Songsa-BRU,Seven-shape Aikin,"Dallas, TX",http://vocab.getty.edu/page/tgn/7013503,1899,Songs and Praises
18xx-Whispe-BRU,,"Washington, D. C.",http://vocab.getty.edu/page/tgn/7015717,18XX?,Whispers from Heaven and Melodies of the Heart
1900-Recita-BRU,,"New York, NY;Cincinnati, OH",http://vocab.getty.edu/page/tgn/7007567;http://vocab.getty.edu/page/tgn/7013604,1900,Recitations Song and Story
1901-OLordo-BRU,Nil,"Marble City, OK",http://vocab.getty.edu/page/tgn/2083575,1909,Cherokee Hymns
1903-SweetH-BRU,,"Eureka Springs, AR",http://vocab.getty.edu/page/tgn/2008202,1903,Sweet Harmonies
1906-Edenec-BRU,,"Waco, TX;Memphis, TN",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7017750,1906,Eden Echoes
1909-Cherok-BRU,,,,,
1909-Sevens-BRU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1909,Seven Sonnets
1915-Hymnal-BRU,,"Columbia, SC",http://vocab.getty.edu/page/tgn/7013641,1915,Hymnal for the Sunday School
1916-Diamon-BRU,,"Ft. Worth, TX",http://vocab.getty.edu/page/tgn/7013934,1916,Diamonds
1916-MySavi-BRU,,,,1916?,"My Saviour, 'Tis of Thee"
1918-Newvic-BRU,,"Nashville, TN",http://vocab.getty.edu/page/tgn/7013959,1918,New Victory
1923-UnionH-BRU,Round,"Cincinnati, OH; New York, NY",http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/1002715,1908,The Union Haggadah
1890-Singer-EMU,,,,,
1859-Narrat-UMI,,,,,
1891-Otterb-UMI,,,,,
1882-Songsf-UMI,,,,,
1879-Gospel-UMI,,,,,
1877-Grandc-UMI,,,,,
