ssdl:pid,ssdl:placeOfContributorAffiliation,ssdl:placeOfContributorAffiliationUri,ssdl:dateOfPublication,ssdl:shortTitle
1918-Reviv2-MTS,"United States, Tennessee, Hamilton, Chattanooga;United States, Alabama, Jefferson, Bessemer;United States, Alabama, Marshall, Albertville;United States, Virginia, Tazewell, Burkes Garden;United States, Georgia, Douglas, Douglasville;United States, Alabama, DeKalb, Lebanon;United States, Alabama, Shelby, Calera;United States, Alabama, Geneva, Coffee Springs;United States, Alabama, Shelby, Columbiana;United States, Georgia, Dodge, Empire;United States, Alabama, Walker, Oakman;United States, Arkansas, Faulkner, Holland;United States, Virginia, Montgomery;United States, Alabama, Elmore, Deatsville;United States, Alabama, Tuscaloosa, Northport;United States, Georgia, Coweta, Senoia;United States, Virginia, Giles, Eggleston;United States, Alabama, DeKalb, Fyffe;United States, Alabama, Chilton, Verbena;United States, Alabama, Lamar, Vernon;United States, Arkansas, Columbia, Waldo;United States, Georgia, Spalding, Griffin;United States, Alabama, Lowndes, Fort Deposit;United States, Alabama, Calhoun, Wellington;United States, Florida, Jackson, Graceville;United States, Arkansas, Nevada, Emmet;United States, Arkansas, Grant, Sheridan;United States, Arkansas, Faulkner, Mt. Vernon;United States, Alabama, DeKalb, Guest;United States, Texas, Dallas, Dallas;United States, Texas, Montague, Bowie;United States, Alabama, Coosa, Rockford;United States, North Carolina, Burke, Morganton;United States, Alabama, Franklin, Belgreen;United States, Arkansas, White, Red Bud;United States, Alabama, Lamar, Millport;United States, Arkansas, Cleburne, Quitman;United States, Alabama, Marion;United States, Arkansas, Nevada;United States, Virginia, Scott;United States, Alabama, Marshall;United States, Louisiana, Washington;United States, Alabama, Marshall, Albertville;United States, Mississippi, Benton Co;United States, Mississippi, Jackson, Harleston",http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/2002637;http://vocab.getty.edu/page/tgn/2002425;http://vocab.getty.edu/page/tgn/2002425;http://vocab.getty.edu/page/tgn/2022711;http://vocab.getty.edu/page/tgn/2004184;http://vocab.getty.edu/page/tgn/2002959;http://vocab.getty.edu/page/tgn/2003142;http://vocab.getty.edu/page/tgn/2003159;http://vocab.getty.edu/page/tgn/2022825;http://vocab.getty.edu/page/tgn/2004744;http://vocab.getty.edu/page/tgn/2008513;http://vocab.getty.edu/page/tgn/2002174;http://vocab.getty.edu/page/tgn/2003267;http://vocab.getty.edu/page/tgn/2004718;http://vocab.getty.edu/page/tgn/2024284;http://vocab.getty.edu/page/tgn/2111598;http://vocab.getty.edu/page/tgn/2003606;http://vocab.getty.edu/page/tgn/2005639;http://vocab.getty.edu/page/tgn/2005641;http://vocab.getty.edu/page/tgn/2009725;http://vocab.getty.edu/page/tgn/2023068;http://vocab.getty.edu/page/tgn/2003557;http://vocab.getty.edu/page/tgn/2005724;http://vocab.getty.edu/page/tgn/2019478;http://vocab.getty.edu/page/tgn/2008187;http://vocab.getty.edu/page/tgn/2009492;http://vocab.getty.edu/page/tgn/2009009;http://vocab.getty.edu/page/tgn/2003738;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2102849;http://vocab.getty.edu/page/tgn/2005120;http://vocab.getty.edu/page/tgn/2075761;http://vocab.getty.edu/page/tgn/2002612;http://vocab.getty.edu/page/tgn/2009401;http://vocab.getty.edu/page/tgn/2004459;http://vocab.getty.edu/page/tgn/2009325;http://vocab.getty.edu/page/tgn/2000046;http://vocab.getty.edu/page/tgn/2000154;http://vocab.getty.edu/page/tgn/2002189;http://vocab.getty.edu/page/tgn/2000047;http://vocab.getty.edu/page/tgn/2000912;http://vocab.getty.edu/page/tgn/2002425;http://vocab.getty.edu/page/tgn/2001090;http://vocab.getty.edu/page/tgn/2056575,1918,Revival Praise
1918-Reviv1-MTS,"United States, Texas, Tarrant, Fort Worth;United States, Texas, Somervell, Glen Rose",http://vocab.getty.edu/page/tgn/7013934;http://vocab.getty.edu/page/tgn/2104481,1918,Revival Power
1918-Planta-MTS,"United States, Indiana, Kosciusko",http://vocab.getty.edu/page/tgn/1002557,1918,Rodeheaver's Plantation Melodies
1918-Heaven-MTS,"United States, Tennessee, Lawrence, Lawrenceburg;United States, Louisiana, Caddo, Shreveport;United States, Texas, Shelby, Timpson;United States, Florida, Jefferson, Waukeenah;United States, Tennessee, Sullivan, Bristol;United States, Texas, Hopkins;United States, Oklahoma, Bryan, Albany;United States, Texas, McLennan, Waco;United States, Alabama, Pickens, Gordo;United States, Georgia, Sumter, Americus;United States, South Carolina, Greenville, Greenville;United States, Georgia, Wheeler, Alamo",http://vocab.getty.edu/page/tgn/2100022;http://vocab.getty.edu/page/tgn/7014504;http://vocab.getty.edu/page/tgn/2108056;http://vocab.getty.edu/page/tgn/2021698;http://vocab.getty.edu/page/tgn/2098111;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2082767;http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/2003692;http://vocab.getty.edu/page/tgn/7013294;http://vocab.getty.edu/page/tgn/7014143;http://vocab.getty.edu/page/tgn/2021884,1918-Heaven-MTS,Heavenly Voices
1918-Gladne-MTS,"United States, Alabama, Limestone;United States, Alabama, Lauderdale;United States, Alabama, Cullman;United States, Tennessee, Lawrence;United States, Alabama, Winston;United States, Tennessee, Sevier;United States, Tennessee, Lauderdale;United States, Tennessee, Carter;United States, Tennessee, Hardin;United States, Georgia, Pickens, Ludville;United States, Tennessee, Jefferson, White Pine;United States, North Carolina, Jackson, Sylva;United States, North Carolina, Caldwell, Hudson;United States, North Carolina, Caldwell, Lenoir;United States, North Carolina, Buncombe, Asheville;United States, North Carolina, Graham, Cheoah;United States, Alabama, Madison, Huntsville;United States, Georgia, Carroll, Villa Rica;United States, North Carolina, Watauga, Boone;United States, South Carolina, Greenville, Greenville;United States, North Carolina, Caldwell, Granite Falls;United States, North Carolina, Caldwell, Hudson;United States, Alabama, Limestone, Athens;United States, Kentucky, Lincoln, Waynesburg;United States, North Carolina, Alexander;United States, Alabama, Limestone, Ripley;United States, Tennessee, Sevier, Kodak;United States, Alabama, Lauderdale, Florence;United States, Virginia, Lee, Saint Charles",http://vocab.getty.edu/page/tgn/2000041;http://vocab.getty.edu/page/tgn/2000038;http://vocab.getty.edu/page/tgn/2000021;http://vocab.getty.edu/page/tgn/1002580;http://vocab.getty.edu/page/tgn/2000066;http://vocab.getty.edu/page/tgn/2001914;http://vocab.getty.edu/page/tgn/2001885;http://vocab.getty.edu/page/tgn/2001846;http://vocab.getty.edu/page/tgn/2001872;http://vocab.getty.edu/page/tgn/2023441;http://vocab.getty.edu/page/tgn/2102095;http://vocab.getty.edu/page/tgn/2076870;http://vocab.getty.edu/page/tgn/2075179;http://vocab.getty.edu/page/tgn/2075439;http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/2234433;http://vocab.getty.edu/page/tgn/7013732;http://vocab.getty.edu/page/tgn/2024623;http://vocab.getty.edu/page/tgn/2073774;http://vocab.getty.edu/page/tgn/7014143;http://vocab.getty.edu/page/tgn/2074840;http://vocab.getty.edu/page/tgn/2075179;http://vocab.getty.edu/page/tgn/2002521;http://vocab.getty.edu/page/tgn/2041857;http://vocab.getty.edu/page/tgn/2001464;http://vocab.getty.edu/page/tgn/2005093;http://vocab.getty.edu/page/tgn/2099947;http://vocab.getty.edu/page/tgn/7013767;http://vocab.getty.edu/page/tgn/2114091,1918,Glad News No. 2
1918-Beauti-MTS,"United States, Mississippi, Lee, Saltillo;United States, Mississippi, Union;United States, Mississippi, Keownville;United States, Missouri, Greene, Springfield;United States, Texas, Dallas, Dallas;United States, Tennessee, Lawrence;United States, Arkansas, Hempstead, Fulton;United States, Alabama, St. Clair;United States, Texas, Taylor, Abilene;United States, Alabama, Jefferson;United States, Texas, Freestone, Wortham;United States, Tennessee, Shelby, Memphis;United States, Georgia, Fulton, Atlanta;United States, Illinois, Cook, Chicago;United States, Mississippi, Itawamba;United States, Georgia, Clarke, Athens;United States, Texas, McLennan, Waco;United States, Mississippi, Tippah;United States, Alabama, Morgan, Hartselle;United States, Alabama, Cherokee, Osceola;United States, Mississippi, Prentiss, Baldwyn;United States, Alabama, Jefferson, Birmingham;United States, Mississippi, Jones, Moselle;United States, Mississippi, Alcorn, Rienzi;United States, Mississippi, Lee, Saltillo;United States, Arkansas, White, Arkansas;United States, Mississippi, Monroe;United States, Arkansas, Greene;United States, Alabama, Crenshaw, Brantley;United States, Texas, Terrell, Sanderson",http://vocab.getty.edu/page/tgn/2057416;http://vocab.getty.edu/page/tgn/2001158;http://vocab.getty.edu/page/tgn/2056743;http://vocab.getty.edu/page/tgn/7014532;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2001886;http://vocab.getty.edu/page/tgn/2008301;http://vocab.getty.edu/page/tgn/2000057;http://vocab.getty.edu/page/tgn/2102212;http://vocab.getty.edu/page/tgn/2000036;http://vocab.getty.edu/page/tgn/2108629;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/2001114;http://vocab.getty.edu/page/tgn/7013329;http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/2001155;http://vocab.getty.edu/page/tgn/2003796;http://vocab.getty.edu/page/tgn/2555179;http://vocab.getty.edu/page/tgn/2055878;http://vocab.getty.edu/page/tgn/7013425;http://vocab.getty.edu/page/tgn/2057022;http://vocab.getty.edu/page/tgn/2057358;http://vocab.getty.edu/page/tgn/2057416;http://vocab.getty.edu/page/tgn/2009163;http://vocab.getty.edu/page/tgn/2001133;http://vocab.getty.edu/page/tgn/2000132;http://vocab.getty.edu/page/tgn/2002872;http://vocab.getty.edu/page/tgn/2107437,1918,Beautiful Showers of Praise
1917-Servic-MTS,"United States, New York, Monroe, Rochester",http://vocab.getty.edu/page/tgn/7014348,1917,The Service Song Book
1917-Praise-MTS,"United States, Tennessee, Lawrence, Lawrenceburg;United States, Virginia, independent city, Harrisonburg;United States, South Carolina, Pickens;United States, Georgia, Fulton, Atlanta;United States, Louisiana, Caddo, Shreveport;United States, Alabama, Shelby;United States, Texas, Hopkins;United States, Oklahoma, Bryan, Matoy;United States, Florida, Jefferson, Waukeenah;United States, Tennessee, Shelby, Memphis;United States, Georgia, Coweta, Senoia;United States, Alabama, Pickens, Gordo;United States, Georgia, Sumter, Americus;United States, South Carolina, Greenville, Greenville",http://vocab.getty.edu/page/tgn/2100022;http://vocab.getty.edu/page/tgn/2112170;http://vocab.getty.edu/page/tgn/2001763;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/7014504;http://vocab.getty.edu/page/tgn/2000058;http://vocab.getty.edu/page/tgn/1002485;http://vocab.getty.edu/page/tgn/2083583;http://vocab.getty.edu/page/tgn/2021698;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/2024284;http://vocab.getty.edu/page/tgn/2003692;http://vocab.getty.edu/page/tgn/7013294;http://vocab.getty.edu/page/tgn/7014143,1917,Praise Divine
1917-Nearth-MTS,"United States, North Carolina, Caldwell, Hudson;United States, North Carolina, Bladen, White Oak;United States, Tennessee, Jefferson, White Pine;United States, North Carolina, Jackson, Beta;United States, North Carolina, Caldwell, Collettsville;United States, North Carolina, Jackson, Sylva;United States, North Carolina, Buncombe, Asheville;United states, North Carolina, Graham, Cheoah;United States, Alabama, Lauderdale, Rogersville;United States, North Carolina, Watauga, Boone;United States, Tennessee, Lawrence;United States, Tennessee, Sevier;United States, Tennessee, Carter;United States, Alabama, Lauderdale;United States, Alabama, Limestone;United States, Alabama, Cullman;United States, Georgia, Pickens, Ludville;United States, North Carolina, Transylvania, Pisgah Forest;United States, Alabama, Winston;United States, South Carolina, Greenville, Greenville;United States, Kentucky, Lincoln, Waynesburg;United States, Alabama, Limestone, Ripley;United States, Tennessee, Sevier, Kodak;United States, Alabama, Lauderdale, Florence;United States, North Carolina, Buncombe, Candler;United States, Virginia, Lee, Saint Charles",http://vocab.getty.edu/page/tgn/2075179;http://vocab.getty.edu/page/tgn/2077184;http://vocab.getty.edu/page/tgn/2102095;http://vocab.getty.edu/page/tgn/2073689;http://vocab.getty.edu/page/tgn/2074178;http://vocab.getty.edu/page/tgn/2076870;http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/2234433;http://vocab.getty.edu/page/tgn/2005139;http://vocab.getty.edu/page/tgn/2073774;http://vocab.getty.edu/page/tgn/2001886;http://vocab.getty.edu/page/tgn/2001914;http://vocab.getty.edu/page/tgn/2001846;http://vocab.getty.edu/page/tgn/2000038;http://vocab.getty.edu/page/tgn/2000041;http://vocab.getty.edu/page/tgn/2000021;http://vocab.getty.edu/page/tgn/2023441;http://vocab.getty.edu/page/tgn/2076135;http://vocab.getty.edu/page/tgn/2000066;http://vocab.getty.edu/page/tgn/7014143;http://vocab.getty.edu/page/tgn/2041857;http://vocab.getty.edu/page/tgn/2005093;http://vocab.getty.edu/page/tgn/2099947;http://vocab.getty.edu/page/tgn/7013767;http://vocab.getty.edu/page/tgn/2073926;http://vocab.getty.edu/page/tgn/2114091,1917,Near The Cross
1917-Modern-MTS,"United States, Tennessee, Lawrence, Lawrenceburg",http://vocab.getty.edu/page/tgn/2100022,1917,The Modern Singer
1917-Guidin-MTS,"United States, Texas, McLennan, Waco;United States, Oklahoma, Oklahoma, Oklahoma City;United States, Tennessee, Shelby, Memphis;United States, North Carolina, Buncombe, Asheville;United States, Texas, Comanche, Comanche;United States, Texas, Limestone, Thornton;United States, Texas, Williamson, Granger;United States, Kentucky, Allen, New Roe;United States, Texas, Upshur;United States, Texas, Lubbock;United States, Tennessee, McMinn;United States, Texas, Wilson;United States, Florida, Manatee;United States, Texas, Lubbock, Lubbock;United States, Texas, Red River, Avery;United States, Oklahoma, Beckham, Elk City;United States, Texas, Leon, Normangee;United States, Oklahoma, Coal, Centrahoma;United States, Texas, Lamar, Paris;United States, Louisiana, Bienville, Ringgold;United States, Texas, Comanche, Comanche;United States, Oklahoma, Murray, Hickory;United States, Texas, Comanche, DeLeon;United States, Texas, Upshur;United States, Texas, Garza;United States, Texas, Rain;United States, Texas, Navarro;United States, Texas, Hamilton, Hico",http://vocab.getty.edu/page/tgn/7014575;http://vocab.getty.edu/page/tgn/7013953;http://vocab.getty.edu/page/tgn/7017750;http://vocab.getty.edu/page/tgn/7013325;http://vocab.getty.edu/page/tgn/2103388;http://vocab.getty.edu/page/tgn/2108035;http://vocab.getty.edu/page/tgn/2104546;http://vocab.getty.edu/page/tgn/2040502;http://vocab.getty.edu/page/tgn/1002966;http://vocab.getty.edu/page/tgn/2002032;http://vocab.getty.edu/page/tgn/7022542;http://vocab.getty.edu/page/tgn/2002095;http://vocab.getty.edu/page/tgn/1002628;http://vocab.getty.edu/page/tgn/7013976;http://vocab.getty.edu/page/tgn/2102522;http://vocab.getty.edu/page/tgn/2083165;http://vocab.getty.edu/page/tgn/2106350;http://vocab.getty.edu/page/tgn/2082986;http://vocab.getty.edu/page/tgn/2106600;http://vocab.getty.edu/page/tgn/2043859;http://vocab.getty.edu/page/tgn/2103388;http://vocab.getty.edu/page/tgn/2083354;http://vocab.getty.edu/page/tgn/2278403;http://vocab.getty.edu/page/tgn/1002966;http://vocab.getty.edu/page/tgn/2001989;http://vocab.getty.edu/page/tgn/1002816;http://vocab.getty.edu/page/tgn/1002709;http://vocab.getty.edu/page/tgn/2104791,1917,The Guiding Star
1917-Glorye-MTS,"United States, Alabama, Jefferson;United States, Alabama, Tuscaloosa, Northport;United States, Georgia, Fulton, Atlanta;United States, Alabama, Jefferson, Bessemer;United States, Alabama, Bibb, Eoline;United States, Alabama, Blount Easley;United States, Alabama, Tuscaloosa, Tuscaloosa",http://vocab.getty.edu/page/tgn/2000036;http://vocab.getty.edu/page/tgn/2004718;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2002637;http://vocab.getty.edu/page/tgn/2003416;http://vocab.getty.edu/page/tgn/2304447;http://vocab.getty.edu/page/tgn/2005546,1917?,Glory Evangel
1917-Garden-MTS,"United States, Virginia, independent city, Waynesboro;United States, Missouri, Springfield;United States, Virginia, Rockingham, Linville;United States, Tennessee, Campbell;United States, Illinois, Warren, Monmouth;United States, Georgia, Fulton, Atlanta;United States, Arkansas, Hempstead, Fulton;United States, Ohio, Hamilton, Cincinnati;United States, Texas, Dallas, Dallas;United States, Tennessee, Lawrence, Lawrenceburg;United States, Ohio, Hamilton, Cincinnati;United States, Illinois, Cook, Chicago;United States, Pennsylvania, Philadelphia, Philadelphia;United States, Pennsylvania, Berks, Reading;United States, Arkansas, Pulaski, Little Rock;United States, Virginia, Botetourt, Amsterdam;United States, Missouri, Webster, Marshfield;United States, Illinois, Gallatin, Equality;United States, Illinois, Cook, River Forest;United States, Virginia, independent city, Staunton;United States, Texas, Navarro;United States, Indiana, Elkhart;United States, California, Los Angeles;United States, North Carolina, Gaston, High Shoals",http://vocab.getty.edu/page/tgn/2114939;http://vocab.getty.edu/page/tgn/7014532;http://vocab.getty.edu/page/tgn/2112698;http://vocab.getty.edu/page/tgn/2001843;http://vocab.getty.edu/page/tgn/2029131;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2008301;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2100022;http://vocab.getty.edu/page/tgn/7013604;http://vocab.getty.edu/page/tgn/7013596;http://vocab.getty.edu/page/tgn/7014406;http://vocab.getty.edu/page/tgn/7014314;http://vocab.getty.edu/page/tgn/7013897;http://vocab.getty.edu/page/tgn/2110325;http://vocab.getty.edu/page/tgn/2059670;http://vocab.getty.edu/page/tgn/2027754;http://vocab.getty.edu/page/tgn/7014340;http://vocab.getty.edu/page/tgn/7014538;http://vocab.getty.edu/page/tgn/1002709;http://vocab.getty.edu/page/tgn/1002353;http://vocab.getty.edu/page/tgn/1002608;http://vocab.getty.edu/page/tgn/2075107,1917,Garden of Song
1917-Eureka-MTS,"United States, Texas, San Saba, San Saba",http://vocab.getty.edu/page/tgn/2107486,1917,The Eureka Songster
1916-Praise-MTS,"United States, Georgia, Coweta, Senoia;United States, Tennessee, Hamilton, Chattanooga;United States, Alabama, Jefferson, Bessemer;United States, Alabama, Marshall, Albertville;United States, Virginia, Bland, Clear Fork;United States, Georgia, Paulding;United States, Alabama, Bibb, West Blocton;United States, Alabama, DeKalb;United States, Alabama, Shelby, Calera;United States, Georgia, Fulton, Red Oak;United States, Alabama, Chilton, Clanton;United States, Arkansas, Grant, Sheridan;United States, Alabama, Winston, Haleyville;United States, Alabama, DeKalb, Fort Payne;United States, Alabama, Talladega, Sylacauga;United States, Alabama, Winston, Haleyville;United States, Arkansas, Faulkner, Holland;United States, Alabama, Tuscaloosa, Northport;United States, Mississippi, Tippah, Falkner;United States, Virginia, Giles, Eggleston;United States, Arkansas, Nevada, Emmet;United States, Texas, Dallas, Wilmer;United States, Arkansas, Columbia, Lamartine;United States, Georgia, Fulton, Atlanta;United States, Alabama, Calhoun, Wellington;United States, Alabama, Geneva, Lowery;United States, Oklahoma, Grady, Chickasha;United States, Alabama, DeKalb, Guest;United States, Texas, Dallas, Dallas;United States, Arkansas, Cleveland, New Edinburg;United States, Alabama, Covington, Florala;United States, Alabama, Coosa, Rockford;United States, Alabama, Pickens, Gordo;United States, North Carolina, Burke, Morganton;United States, Alabama, Franklin, Belgreen;United States, Alabama, Lamar, Millport;United States, Arkansas, Cleburne, Quitman;United States, Texas, Cass;United States, Alabama, Marshall;United States, Louisiana, Washington;United States, Alabama, Chilton, Thorsby;United States, Mississippi, Yazoo, Benton;United States, Mississippi, Jackson, Harleston;United States, Arkansas, Grant, Tull;United States, Tennessee, Knox, Corryton",http://vocab.getty.edu/page/tgn/2024284;http://vocab.getty.edu/page/tgn/7017496;http://vocab.getty.edu/page/tgn/2002637;http://vocab.getty.edu/page/tgn/2002425;http://vocab.getty.edu/page/tgn/2242922;http://vocab.getty.edu/page/tgn/2000401;http://vocab.getty.edu/page/tgn/2005732;http://vocab.getty.edu/page/tgn/7021514;http://vocab.getty.edu/page/tgn/2002959;http://vocab.getty.edu/page/tgn/2024026;http://vocab.getty.edu/page/tgn/2003107;http://vocab.getty.edu/page/tgn/2009492;http://vocab.getty.edu/page/tgn/2003764;http://vocab.getty.edu/page/tgn/2003564;http://vocab.getty.edu/page/tgn/2005429;http://vocab.getty.edu/page/tgn/2003764;http://vocab.getty.edu/page/tgn/2008513;http://vocab.getty.edu/page/tgn/2004718;http://vocab.getty.edu/page/tgn/2056413;http://vocab.getty.edu/page/tgn/2111598;http://vocab.getty.edu/page/tgn/2008187;http://vocab.getty.edu/page/tgn/2108561;http://vocab.getty.edu/page/tgn/2008685;http://vocab.getty.edu/page/tgn/7013331;http://vocab.getty.edu/page/tgn/2005724;http://vocab.getty.edu/page/tgn/2004290;http://vocab.getty.edu/page/tgn/2083003;http://vocab.getty.edu/page/tgn/2003738;http://vocab.getty.edu/page/tgn/7013503;http://vocab.getty.edu/page/tgn/2009039;http://vocab.getty.edu/page/tgn/2003520;http://vocab.getty.edu/page/tgn/2005120;http://vocab.getty.edu/page/tgn/2003692;http://vocab.getty.edu/page/tgn/2075761;http://vocab.getty.edu/page/tgn/2002612;http://vocab.getty.edu/page/tgn/2004459;http://vocab.getty.edu/page/tgn/2009325;http://vocab.getty.edu/page/tgn/1002244;http://vocab.getty.edu/page/tgn/2000047;http://vocab.getty.edu/page/tgn/2000912;http://vocab.getty.edu/page/tgn/2005503;http://vocab.getty.edu/page/tgn/2055941;http://vocab.getty.edu/page/tgn/2056575;http://vocab.getty.edu/page/tgn/2009667;http://vocab.getty.edu/page/tgn/2098636,1916,Praise and Thanksgiving
